trend_id,site,category_id,category_name,date,search_index,sales_index,competition_index,average_price,growth_rate,is_mock_data
TREND0001550,Thailand,CAT002,Home & Living,2026-06-19,48.95,38.25,65.93,680.52,-0.079735,true
TREND0001551,Thailand,CAT002,Home & Living,2026-06-20,52.72,41.72,68.11,682.80,0.076983,true
TREND0001552,Thailand,CAT002,Home & Living,2026-06-21,49.31,38.01,66.70,685.08,-0.064805,true
TREND0001553,Thailand,CAT002,Home & Living,2026-06-22,49.87,38.27,67.27,687.35,0.011397,true
TREND0001554,Thailand,CAT002,Home & Living,2026-06-23,47.32,35.42,66.30,689.63,-0.050994,true
TREND0001555,Thailand,CAT002,Home & Living,2026-06-24,48.69,36.49,67.28,691.90,0.028927,true
TREND0001556,Thailand,CAT002,Home & Living,2026-06-25,49.02,36.52,67.74,694.18,0.006699,true
TREND0001557,Thailand,CAT002,Home & Living,2026-06-26,50.32,37.52,68.68,696.46,0.026504,true
TREND0001558,Thailand,CAT002,Home & Living,2026-06-27,45.92,32.82,66.78,698.73,-0.087397,true
TREND0001559,Thailand,CAT002,Home & Living,2026-06-28,45.83,32.43,67.03,701.01,-0.001934,true
TREND0001560,Thailand,CAT002,Home & Living,2026-06-29,47.34,33.64,68.07,703.28,0.032856,true
TREND0001561,Thailand,CAT003,Beauty & Personal Care,2026-05-01,35.87,29.87,26.94,2149.00,0.000000,true
TREND0001562,Thailand,CAT003,Beauty & Personal Care,2026-05-02,37.24,31.11,27.28,2150.72,0.038171,true
TREND0001563,Thailand,CAT003,Beauty & Personal Care,2026-05-03,39.58,33.32,28.10,2152.44,0.062793,true
TREND0001564,Thailand,CAT003,Beauty & Personal Care,2026-05-04,41.29,34.90,28.61,2154.16,0.043143,true
TREND0001565,Thailand,CAT003,Beauty & Personal Care,2026-05-05,39.19,32.67,27.22,2155.88,-0.050741,true
TREND0001566,Thailand,CAT003,Beauty & Personal Care,2026-05-06,40.09,33.44,27.32,2157.60,0.023019,true
TREND0001567,Thailand,CAT003,Beauty & Personal Care,2026-05-07,43.30,36.52,28.58,2159.32,0.080020,true
TREND0001568,Thailand,CAT003,Beauty & Personal Care,2026-05-08,43.66,36.75,28.42,2161.03,0.008308,true
TREND0001569,Thailand,CAT003,Beauty & Personal Care,2026-05-09,44.27,37.23,28.37,2162.75,0.013846,true
TREND0001570,Thailand,CAT003,Beauty & Personal Care,2026-05-10,46.57,39.40,29.18,2164.47,0.052041,true
TREND0001571,Thailand,CAT003,Beauty & Personal Care,2026-05-11,48.70,41.40,29.90,2166.19,0.045670,true
TREND0001572,Thailand,CAT003,Beauty & Personal Care,2026-05-12,45.16,37.73,27.79,2167.91,-0.072630,true
TREND0001573,Thailand,CAT003,Beauty & Personal Care,2026-05-13,47.65,40.09,28.68,2169.63,0.055095,true
TREND0001574,Thailand,CAT003,Beauty & Personal Care,2026-05-14,46.59,38.90,27.81,2171.35,-0.022200,true
TREND0001575,Thailand,CAT003,Beauty & Personal Care,2026-05-15,48.14,40.32,28.24,2173.07,0.033214,true
TREND0001576,Thailand,CAT003,Beauty & Personal Care,2026-05-16,51.72,43.77,29.68,2174.79,0.074398,true
TREND0001577,Thailand,CAT003,Beauty & Personal Care,2026-05-17,53.48,45.40,30.22,2176.51,0.033986,true
TREND0001578,Thailand,CAT003,Beauty & Personal Care,2026-05-18,53.48,45.27,29.88,2178.23,0.000097,true
TREND0001579,Thailand,CAT003,Beauty & Personal Care,2026-05-19,53.12,44.78,29.35,2179.95,-0.006717,true
TREND0001580,Thailand,CAT003,Beauty & Personal Care,2026-05-20,56.52,48.05,30.71,2181.66,0.063982,true
TREND0001581,Thailand,CAT003,Beauty & Personal Care,2026-05-21,53.40,44.80,28.80,2183.38,-0.055246,true
TREND0001582,Thailand,CAT003,Beauty & Personal Care,2026-05-22,54.27,45.54,28.89,2185.10,0.016345,true
TREND0001583,Thailand,CAT003,Beauty & Personal Care,2026-05-23,56.62,47.76,29.72,2186.82,0.043338,true
TREND0001584,Thailand,CAT003,Beauty & Personal Care,2026-05-24,59.85,50.86,30.99,2188.54,0.057051,true
TREND0001585,Thailand,CAT003,Beauty & Personal Care,2026-05-25,59.60,50.48,30.52,2190.26,-0.004278,true
TREND0001586,Thailand,CAT003,Beauty & Personal Care,2026-05-26,57.43,48.18,29.09,2191.98,-0.036388,true
TREND0001587,Thailand,CAT003,Beauty & Personal Care,2026-05-27,61.39,52.01,30.72,2193.70,0.068891,true
TREND0001588,Thailand,CAT003,Beauty & Personal Care,2026-05-28,61.02,51.51,30.19,2195.42,-0.005980,true
TREND0001589,Thailand,CAT003,Beauty & Personal Care,2026-05-29,60.47,50.83,29.58,2197.14,-0.008975,true
TREND0001590,Thailand,CAT003,Beauty & Personal Care,2026-05-30,61.62,51.85,29.80,2198.86,0.018990,true
TREND0001591,Thailand,CAT003,Beauty & Personal Care,2026-05-31,61.09,51.19,29.20,2200.58,-0.008591,true
TREND0001592,Thailand,CAT003,Beauty & Personal Care,2026-06-01,66.10,56.07,31.35,2202.30,0.081936,true
TREND0001593,Thailand,CAT003,Beauty & Personal Care,2026-06-02,62.78,52.62,29.35,2204.01,-0.050137,true
TREND0001594,Thailand,CAT003,Beauty & Personal Care,2026-06-03,63.80,53.51,29.52,2205.73,0.016246,true
TREND0001595,Thailand,CAT003,Beauty & Personal Care,2026-06-04,68.00,57.58,31.27,2207.45,0.065802,true
TREND0001596,Thailand,CAT003,Beauty & Personal Care,2026-06-05,66.83,56.28,30.34,2209.17,-0.017157,true
TREND0001597,Thailand,CAT003,Beauty & Personal Care,2026-06-06,66.59,55.91,29.87,2210.89,-0.003716,true
TREND0001598,Thailand,CAT003,Beauty & Personal Care,2026-06-07,70.90,60.09,31.69,2212.61,0.064831,true
TREND0001599,Thailand,CAT003,Beauty & Personal Care,2026-06-08,68.06,57.12,29.92,2214.33,-0.040026,true
TREND0001600,Thailand,CAT003,Beauty & Personal Care,2026-06-09,70.84,59.77,30.97,2216.05,0.040823,true
TREND0001601,Thailand,CAT003,Beauty & Personal Care,2026-06-10,73.89,62.69,32.14,2217.77,0.043011,true
TREND0001602,Thailand,CAT003,Beauty & Personal Care,2026-06-11,73.57,62.24,31.64,2219.49,-0.004322,true
TREND0001603,Thailand,CAT003,Beauty & Personal Care,2026-06-12,72.07,60.61,30.54,2221.21,-0.020432,true
TREND0001604,Thailand,CAT003,Beauty & Personal Care,2026-06-13,74.52,62.93,31.43,2222.93,0.034094,true
TREND0001605,Thailand,CAT003,Beauty & Personal Care,2026-06-14,73.80,62.08,30.72,2224.64,-0.009686,true
TREND0001606,Thailand,CAT003,Beauty & Personal Care,2026-06-15,74.65,62.80,30.80,2226.36,0.011471,true
TREND0001607,Thailand,CAT003,Beauty & Personal Care,2026-06-16,79.12,67.14,32.69,2228.08,0.059850,true
TREND0001608,Thailand,CAT003,Beauty & Personal Care,2026-06-17,75.49,63.38,30.53,2229.80,-0.045886,true
TREND0001609,Thailand,CAT003,Beauty & Personal Care,2026-06-18,77.07,64.83,30.98,2231.52,0.020990,true
TREND0001610,Thailand,CAT003,Beauty & Personal Care,2026-06-19,78.05,65.68,31.12,2233.24,0.012698,true
TREND0001611,Thailand,CAT003,Beauty & Personal Care,2026-06-20,82.22,69.72,32.86,2234.96,0.053488,true
TREND0001612,Thailand,CAT003,Beauty & Personal Care,2026-06-21,80.68,68.05,31.74,2236.68,-0.018831,true
TREND0001613,Thailand,CAT003,Beauty & Personal Care,2026-06-22,80.65,67.89,31.38,2238.40,-0.000344,true
TREND0001614,Thailand,CAT003,Beauty & Personal Care,2026-06-23,85.23,72.34,33.33,2240.12,0.056845,true
TREND0001615,Thailand,CAT003,Beauty & Personal Care,2026-06-24,82.25,69.23,31.49,2241.84,-0.035014,true
TREND0001616,Thailand,CAT003,Beauty & Personal Care,2026-06-25,86.19,73.04,33.12,2243.56,0.047945,true
TREND0001617,Thailand,CAT003,Beauty & Personal Care,2026-06-26,84.46,71.18,31.91,2245.28,-0.020144,true
TREND0001618,Thailand,CAT003,Beauty & Personal Care,2026-06-27,88.59,75.18,33.63,2246.99,0.049006,true
TREND0001619,Thailand,CAT003,Beauty & Personal Care,2026-06-28,85.77,72.23,31.88,2248.71,-0.031851,true
TREND0001620,Thailand,CAT003,Beauty & Personal Care,2026-06-29,87.67,74.00,32.48,2250.43,0.022080,true
TREND0001621,Thailand,CAT004,Fashion Accessories,2026-05-01,77.40,81.40,84.00,2011.00,0.000000,true
TREND0001622,Thailand,CAT004,Fashion Accessories,2026-05-02,78.76,82.40,84.43,2015.02,0.017599,true
TREND0001623,Thailand,CAT004,Fashion Accessories,2026-05-03,80.29,83.59,84.85,2018.99,0.019412,true
TREND0001624,Thailand,CAT004,Fashion Accessories,2026-05-04,82.92,85.93,85.25,2022.89,0.032730,true
TREND0001625,Thailand,CAT004,Fashion Accessories,2026-05-05,80.73,83.51,85.62,2026.66,-0.026446,true
TREND0001626,Thailand,CAT004,Fashion Accessories,2026-05-06,82.00,84.65,85.97,2030.28,0.015770,true
TREND0001627,Thailand,CAT004,Fashion Accessories,2026-05-07,81.09,83.71,86.27,2033.71,-0.011031,true
TREND0001628,Thailand,CAT004,Fashion Accessories,2026-05-08,83.88,86.56,86.52,2036.91,0.034311,true
TREND0001629,Thailand,CAT004,Fashion Accessories,2026-05-09,82.72,85.58,86.73,2039.85,-0.013830,true
TREND0001630,Thailand,CAT004,Fashion Accessories,2026-05-10,85.81,88.96,86.88,2042.51,0.037439,true
TREND0001631,Thailand,CAT004,Fashion Accessories,2026-05-11,84.70,88.23,86.97,2044.84,-0.012932,true
TREND0001632,Thailand,CAT004,Fashion Accessories,2026-05-12,84.44,88.42,87.00,2046.84,-0.003117,true
TREND0001633,Thailand,CAT004,Fashion Accessories,2026-05-13,81.00,85.49,86.97,2048.49,-0.040780,true
TREND0001634,Thailand,CAT004,Fashion Accessories,2026-05-14,83.13,88.18,86.88,2049.75,0.026337,true
TREND0001635,Thailand,CAT004,Fashion Accessories,2026-05-15,81.98,87.59,86.73,2050.63,-0.013804,true
TREND0001636,Thailand,CAT004,Fashion Accessories,2026-05-16,80.08,86.22,86.52,2051.12,-0.023257,true
TREND0001637,Thailand,CAT004,Fashion Accessories,2026-05-17,78.15,84.79,86.27,2051.20,-0.024043,true
TREND0001638,Thailand,CAT004,Fashion Accessories,2026-05-18,78.79,85.84,85.96,2050.88,0.008153,true
TREND0001639,Thailand,CAT004,Fashion Accessories,2026-05-19,76.41,83.77,85.62,2050.17,-0.030149,true
TREND0001640,Thailand,CAT004,Fashion Accessories,2026-05-20,73.28,80.82,85.24,2049.06,-0.041042,true
TREND0001641,Thailand,CAT004,Fashion Accessories,2026-05-21,72.57,80.16,84.84,2047.57,-0.009650,true
TREND0001642,Thailand,CAT004,Fashion Accessories,2026-05-22,75.06,82.53,84.42,2045.72,0.034261,true
TREND0001643,Thailand,CAT004,Fashion Accessories,2026-05-23,71.88,79.08,84.00,2043.52,-0.042295,true
TREND0001644,Thailand,CAT004,Fashion Accessories,2026-05-24,74.35,81.12,83.57,2040.99,0.034342,true
TREND0001645,Thailand,CAT004,Fashion Accessories,2026-05-25,72.99,79.18,83.15,2038.17,-0.018337,true
TREND0001646,Thailand,CAT004,Fashion Accessories,2026-05-26,73.82,79.30,82.75,2035.07,0.011367,true
TREND0001647,Thailand,CAT004,Fashion Accessories,2026-05-27,72.10,76.76,82.37,2031.73,-0.023223,true
TREND0001648,Thailand,CAT004,Fashion Accessories,2026-05-28,72.41,76.16,82.03,2028.19,0.004225,true
TREND0001649,Thailand,CAT004,Fashion Accessories,2026-05-29,76.01,78.81,81.73,2024.47,0.049813,true
TREND0001650,Thailand,CAT004,Fashion Accessories,2026-05-30,77.24,79.06,81.47,2020.62,0.016126,true
TREND0001651,Thailand,CAT004,Fashion Accessories,2026-05-31,75.25,76.13,81.27,2016.68,-0.025728,true
TREND0001652,Thailand,CAT004,Fashion Accessories,2026-06-01,77.64,77.65,81.12,2012.67,0.031774,true
TREND0001653,Thailand,CAT004,Fashion Accessories,2026-06-02,79.84,79.08,81.03,2008.65,0.028349,true
TREND0001654,Thailand,CAT004,Fashion Accessories,2026-06-03,80.31,78.91,81.00,2004.66,0.005819,true
TREND0001655,Thailand,CAT004,Fashion Accessories,2026-06-04,79.11,77.26,81.03,2000.72,-0.014860,true
TREND0001656,Thailand,CAT004,Fashion Accessories,2026-06-05,83.01,80.90,81.12,1996.89,0.049270,true
TREND0001657,Thailand,CAT004,Fashion Accessories,2026-06-06,81.52,79.36,81.27,1993.20,-0.017937,true
TREND0001658,Thailand,CAT004,Fashion Accessories,2026-06-07,81.09,79.11,81.48,1989.69,-0.005377,true
TREND0001659,Thailand,CAT004,Fashion Accessories,2026-06-08,82.04,80.48,81.74,1986.39,0.011751,true
TREND0001660,Thailand,CAT004,Fashion Accessories,2026-06-09,84.75,83.83,82.04,1983.34,0.033040,true
TREND0001661,Thailand,CAT004,Fashion Accessories,2026-06-10,85.82,85.76,82.38,1980.56,0.012662,true
TREND0001662,Thailand,CAT004,Fashion Accessories,2026-06-11,85.41,86.38,82.76,1978.09,-0.004747,true
TREND0001663,Thailand,CAT004,Fashion Accessories,2026-06-12,82.78,84.93,83.16,1975.95,-0.030889,true
TREND0001664,Thailand,CAT004,Fashion Accessories,2026-06-13,83.41,86.87,83.58,1974.15,0.007629,true
TREND0001665,Thailand,CAT004,Fashion Accessories,2026-06-14,80.04,84.87,84.01,1972.73,-0.040380,true
TREND0001666,Thailand,CAT004,Fashion Accessories,2026-06-15,81.23,87.44,84.43,1971.68,0.014838,true
TREND0001667,Thailand,CAT004,Fashion Accessories,2026-06-16,80.26,87.84,84.85,1971.03,-0.011886,true
TREND0001668,Thailand,CAT004,Fashion Accessories,2026-06-17,76.80,85.65,85.25,1970.78,-0.043147,true
TREND0001669,Thailand,CAT004,Fashion Accessories,2026-06-18,77.41,87.40,85.63,1970.93,0.007924,true
TREND0001670,Thailand,CAT004,Fashion Accessories,2026-06-19,76.82,87.78,85.97,1971.49,-0.007536,true
TREND0001671,Thailand,CAT004,Fashion Accessories,2026-06-20,74.68,86.38,86.27,1972.43,-0.027874,true
TREND0001672,Thailand,CAT004,Fashion Accessories,2026-06-21,75.82,88.02,86.53,1973.76,0.015278,true
TREND0001673,Thailand,CAT004,Fashion Accessories,2026-06-22,74.17,86.57,86.73,1975.47,-0.021862,true
TREND0001674,Thailand,CAT004,Fashion Accessories,2026-06-23,70.73,83.05,86.88,1977.53,-0.046372,true
TREND0001675,Thailand,CAT004,Fashion Accessories,2026-06-24,71.52,83.47,86.97,1979.92,0.011268,true
TREND0001676,Thailand,CAT004,Fashion Accessories,2026-06-25,69.84,81.12,87.00,1982.62,-0.023501,true
TREND0001677,Thailand,CAT004,Fashion Accessories,2026-06-26,72.19,82.52,86.97,1985.61,0.033569,true
TREND0001678,Thailand,CAT004,Fashion Accessories,2026-06-27,74.42,83.56,86.88,1988.85,0.030973,true
TREND0001679,Thailand,CAT004,Fashion Accessories,2026-06-28,74.48,82.22,86.72,1992.31,0.000734,true
TREND0001680,Thailand,CAT004,Fashion Accessories,2026-06-29,76.04,82.21,86.52,1995.96,0.020932,true
TREND0001681,Thailand,CAT005,Sports & Outdoors,2026-05-01,88.14,82.14,56.07,1152.00,0.000000,true
TREND0001682,Thailand,CAT005,Sports & Outdoors,2026-05-02,86.70,80.77,55.60,1150.85,-0.016416,true
TREND0001683,Thailand,CAT005,Sports & Outdoors,2026-05-03,84.98,79.12,55.00,1149.70,-0.019770,true
TREND0001684,Thailand,CAT005,Sports & Outdoors,2026-05-04,83.33,77.54,54.43,1148.54,-0.019437,true
TREND0001685,Thailand,CAT005,Sports & Outdoors,2026-05-05,81.36,75.64,53.70,1147.39,-0.023631,true
TREND0001686,Thailand,CAT005,Sports & Outdoors,2026-05-06,82.11,76.46,54.33,1146.24,0.009216,true
TREND0001687,Thailand,CAT005,Sports & Outdoors,2026-05-07,83.61,78.03,55.34,1145.09,0.018311,true
TREND0001688,Thailand,CAT005,Sports & Outdoors,2026-05-08,82.25,76.74,54.91,1143.94,-0.016317,true
TREND0001689,Thailand,CAT005,Sports & Outdoors,2026-05-09,79.10,73.66,53.59,1142.78,-0.038298,true
TREND0001690,Thailand,CAT005,Sports & Outdoors,2026-05-10,77.63,72.26,53.11,1141.63,-0.018557,true
TREND0001691,Thailand,CAT005,Sports & Outdoors,2026-05-11,76.43,71.13,52.77,1140.48,-0.015468,true
TREND0001692,Thailand,CAT005,Sports & Outdoors,2026-05-12,78.11,72.88,53.86,1139.33,0.022001,true
TREND0001693,Thailand,CAT005,Sports & Outdoors,2026-05-13,79.32,74.16,54.72,1138.18,0.015392,true
TREND0001694,Thailand,CAT005,Sports & Outdoors,2026-05-14,78.67,73.58,54.65,1137.02,-0.008150,true
TREND0001695,Thailand,CAT005,Sports & Outdoors,2026-05-15,75.28,70.26,53.21,1135.87,-0.043034,true
TREND0001696,Thailand,CAT005,Sports & Outdoors,2026-05-16,75.58,70.63,53.61,1134.72,0.003898,true
TREND0001697,Thailand,CAT005,Sports & Outdoors,2026-05-17,73.44,68.56,52.80,1133.57,-0.028272,true
TREND0001698,Thailand,CAT005,Sports & Outdoors,2026-05-18,73.41,68.60,53.04,1132.42,-0.000413,true
TREND0001699,Thailand,CAT005,Sports & Outdoors,2026-05-19,71.12,66.38,52.15,1131.26,-0.031230,true
TREND0001700,Thailand,CAT005,Sports & Outdoors,2026-05-20,71.36,66.69,52.52,1130.11,0.003352,true
TREND0001701,Thailand,CAT005,Sports & Outdoors,2026-05-21,71.96,67.36,53.08,1128.96,0.008461,true
TREND0001702,Thailand,CAT005,Sports & Outdoors,2026-05-22,71.90,67.37,53.31,1127.81,-0.000811,true
TREND0001703,Thailand,CAT005,Sports & Outdoors,2026-05-23,71.91,67.45,53.56,1126.66,0.000081,true
TREND0001704,Thailand,CAT005,Sports & Outdoors,2026-05-24,70.19,65.80,52.96,1125.50,-0.023838,true
TREND0001705,Thailand,CAT005,Sports & Outdoors,2026-05-25,68.89,64.57,52.57,1124.35,-0.018503,true
TREND0001706,Thailand,CAT005,Sports & Outdoors,2026-05-26,69.04,64.79,52.89,1123.20,0.002078,true
TREND0001707,Thailand,CAT005,Sports & Outdoors,2026-05-27,65.98,61.80,51.62,1122.05,-0.044324,true
TREND0001708,Thailand,CAT005,Sports & Outdoors,2026-05-28,67.12,63.01,52.45,1120.90,0.017381,true
TREND0001709,Thailand,CAT005,Sports & Outdoors,2026-05-29,65.86,61.82,52.07,1119.74,-0.018769,true
TREND0001710,Thailand,CAT005,Sports & Outdoors,2026-05-30,64.83,60.86,51.81,1118.59,-0.015688,true
TREND0001711,Thailand,CAT005,Sports & Outdoors,2026-05-31,62.72,58.82,51.01,1117.44,-0.032522,true
TREND0001712,Thailand,CAT005,Sports & Outdoors,2026-06-01,63.59,59.76,51.70,1116.29,0.013775,true
TREND0001713,Thailand,CAT005,Sports & Outdoors,2026-06-02,59.74,55.98,50.03,1115.14,-0.060413,true
TREND0001714,Thailand,CAT005,Sports & Outdoors,2026-06-03,61.51,57.82,51.17,1113.98,0.029578,true
TREND0001715,Thailand,CAT005,Sports & Outdoors,2026-06-04,60.79,57.17,51.07,1112.83,-0.011700,true
TREND0001716,Thailand,CAT005,Sports & Outdoors,2026-06-05,62.11,58.56,51.98,1111.68,0.021607,true
TREND0001717,Thailand,CAT005,Sports & Outdoors,2026-06-06,59.09,55.61,50.72,1110.53,-0.048618,true
TREND0001718,Thailand,CAT005,Sports & Outdoors,2026-06-07,58.97,55.56,50.92,1109.38,-0.002000,true
TREND0001719,Thailand,CAT005,Sports & Outdoors,2026-06-08,56.85,53.51,50.11,1108.22,-0.035995,true
TREND0001720,Thailand,CAT005,Sports & Outdoors,2026-06-09,56.71,53.44,50.30,1107.07,-0.002322,true
TREND0001721,Thailand,CAT005,Sports & Outdoors,2026-06-10,55.07,51.87,49.74,1105.92,-0.028954,true
TREND0001722,Thailand,CAT005,Sports & Outdoors,2026-06-11,54.81,51.68,49.86,1104.77,-0.004761,true
TREND0001723,Thailand,CAT005,Sports & Outdoors,2026-06-12,56.52,53.46,50.97,1103.62,0.031153,true
TREND0001724,Thailand,CAT005,Sports & Outdoors,2026-06-13,54.58,51.59,50.26,1102.46,-0.034204,true
TREND0001725,Thailand,CAT005,Sports & Outdoors,2026-06-14,54.50,51.58,50.47,1101.31,-0.001477,true
TREND0001726,Thailand,CAT005,Sports & Outdoors,2026-06-15,53.05,50.20,50.00,1100.16,-0.026730,true
TREND0001727,Thailand,CAT005,Sports & Outdoors,2026-06-16,49.75,46.97,48.61,1099.01,-0.062130,true
TREND0001728,Thailand,CAT005,Sports & Outdoors,2026-06-17,49.74,47.03,48.85,1097.86,-0.000218,true
TREND0001729,Thailand,CAT005,Sports & Outdoors,2026-06-18,52.18,49.54,50.33,1096.70,0.049063,true
TREND0001730,Thailand,CAT005,Sports & Outdoors,2026-06-19,49.84,47.27,49.41,1095.55,-0.044936,true
TREND0001731,Thailand,CAT005,Sports & Outdoors,2026-06-20,50.41,47.91,49.95,1094.40,0.011515,true
TREND0001732,Thailand,CAT005,Sports & Outdoors,2026-06-21,48.62,46.19,49.32,1093.25,-0.035418,true
TREND0001733,Thailand,CAT005,Sports & Outdoors,2026-06-22,47.86,45.50,49.19,1092.10,-0.015761,true
TREND0001734,Thailand,CAT005,Sports & Outdoors,2026-06-23,44.77,42.48,47.90,1090.94,-0.064507,true
TREND0001735,Thailand,CAT005,Sports & Outdoors,2026-06-24,46.04,43.82,48.79,1089.79,0.028277,true
TREND0001736,Thailand,CAT005,Sports & Outdoors,2026-06-25,44.25,42.10,48.15,1088.64,-0.038887,true
TREND0001737,Thailand,CAT005,Sports & Outdoors,2026-06-26,44.32,42.24,48.44,1087.49,0.001701,true
TREND0001738,Thailand,CAT005,Sports & Outdoors,2026-06-27,44.62,42.61,48.85,1086.34,0.006740,true
TREND0001739,Thailand,CAT005,Sports & Outdoors,2026-06-28,40.23,38.29,46.91,1085.18,-0.098368,true
TREND0001740,Thailand,CAT005,Sports & Outdoors,2026-06-29,40.28,38.41,47.19,1084.03,0.001341,true
TREND0001741,Thailand,CAT006,Pet Supplies,2026-05-01,56.64,45.90,48.00,2137.00,0.000000,true
TREND0001742,Thailand,CAT006,Pet Supplies,2026-05-02,63.04,51.67,48.89,2146.33,0.112962,true
TREND0001743,Thailand,CAT006,Pet Supplies,2026-05-03,68.51,56.91,49.76,2155.50,0.086802,true
TREND0001744,Thailand,CAT006,Pet Supplies,2026-05-04,70.80,59.40,50.62,2164.40,0.033320,true
TREND0001745,Thailand,CAT006,Pet Supplies,2026-05-05,75.83,65.04,51.44,2172.86,0.071120,true
TREND0001746,Thailand,CAT006,Pet Supplies,2026-05-06,76.79,67.00,52.22,2180.76,0.012638,true
TREND0001747,Thailand,CAT006,Pet Supplies,2026-05-07,77.68,69.22,52.95,2187.98,0.011671,true
TREND0001748,Thailand,CAT006,Pet Supplies,2026-05-08,79.50,72.64,53.61,2194.41,0.023396,true
TREND0001749,Thailand,CAT006,Pet Supplies,2026-05-09,78.14,73.06,54.21,2199.94,-0.017171,true
TREND0001750,Thailand,CAT006,Pet Supplies,2026-05-10,76.27,73.08,54.73,2204.49,-0.023863,true
TREND0001751,Thailand,CAT006,Pet Supplies,2026-05-11,74.56,73.27,55.17,2207.98,-0.022484,true
TREND0001752,Thailand,CAT006,Pet Supplies,2026-05-12,69.39,69.92,55.52,2210.37,-0.069253,true
TREND0001753,Thailand,CAT006,Pet Supplies,2026-05-13,68.91,71.08,55.78,2211.61,-0.006937,true
TREND0001754,Thailand,CAT006,Pet Supplies,2026-05-14,61.64,65.20,55.94,2211.69,-0.105486,true
TREND0001755,Thailand,CAT006,Pet Supplies,2026-05-15,58.53,63.15,56.00,2210.60,-0.050562,true
TREND0001756,Thailand,CAT006,Pet Supplies,2026-05-16,54.82,60.13,55.96,2208.36,-0.063341,true
TREND0001757,Thailand,CAT006,Pet Supplies,2026-05-17,47.88,53.48,55.83,2205.01,-0.126526,true
TREND0001758,Thailand,CAT006,Pet Supplies,2026-05-18,46.78,52.23,55.60,2200.60,-0.023032,true
TREND0001759,Thailand,CAT006,Pet Supplies,2026-05-19,44.83,49.73,55.27,2195.20,-0.041613,true
TREND0001760,Thailand,CAT006,Pet Supplies,2026-05-20,40.62,44.57,54.86,2188.88,-0.093911,true
TREND0001761,Thailand,CAT006,Pet Supplies,2026-05-21,36.33,38.99,54.36,2181.76,-0.105802,true
TREND0001762,Thailand,CAT006,Pet Supplies,2026-05-22,38.07,39.17,53.78,2173.94,0.048124,true
TREND0001763,Thailand,CAT006,Pet Supplies,2026-05-23,39.60,38.93,53.14,2165.55,0.040150,true
TREND0001764,Thailand,CAT006,Pet Supplies,2026-05-24,39.85,37.30,52.42,2156.70,0.006235,true
TREND0001765,Thailand,CAT006,Pet Supplies,2026-05-25,39.74,35.28,51.66,2147.56,-0.002836,true
TREND0001766,Thailand,CAT006,Pet Supplies,2026-05-26,43.63,37.35,50.85,2138.24,0.098047,true
TREND0001767,Thailand,CAT006,Pet Supplies,2026-05-27,48.25,40.29,50.00,2128.91,0.105758,true
TREND0001768,Thailand,CAT006,Pet Supplies,2026-05-28,51.79,42.41,49.13,2119.70,0.073542,true
TREND0001769,Thailand,CAT006,Pet Supplies,2026-05-29,58.74,48.25,48.24,2110.76,0.134120,true
TREND0001770,Thailand,CAT006,Pet Supplies,2026-05-30,59.38,48.14,47.36,2102.24,0.010819,true
TREND0001771,Thailand,CAT006,Pet Supplies,2026-05-31,64.64,53.06,46.48,2094.25,0.088679,true
TREND0001772,Thailand,CAT006,Pet Supplies,2026-06-01,67.21,55.71,45.61,2086.93,0.039722,true
TREND0001773,Thailand,CAT006,Pet Supplies,2026-06-02,74.82,63.82,44.78,2080.39,0.113179,true
TREND0001774,Thailand,CAT006,Pet Supplies,2026-06-03,75.31,65.20,43.99,2074.74,0.006535,true
TREND0001775,Thailand,CAT006,Pet Supplies,2026-06-04,78.63,69.77,43.25,2070.06,0.044146,true
TREND0001776,Thailand,CAT006,Pet Supplies,2026-06-05,77.98,70.66,42.56,2066.42,-0.008232,true
TREND0001777,Thailand,CAT006,Pet Supplies,2026-06-06,78.92,73.34,41.95,2063.89,0.012020,true
TREND0001778,Thailand,CAT006,Pet Supplies,2026-06-07,77.29,73.58,41.40,2062.49,-0.020666,true
TREND0001779,Thailand,CAT006,Pet Supplies,2026-06-08,72.16,70.36,40.94,2062.26,-0.066318,true
TREND0001780,Thailand,CAT006,Pet Supplies,2026-06-09,69.52,69.56,40.57,2063.19,-0.036655,true
TREND0001781,Thailand,CAT006,Pet Supplies,2026-06-10,67.92,69.66,40.29,2065.28,-0.023050,true
TREND0001782,Thailand,CAT006,Pet Supplies,2026-06-11,65.10,68.31,40.10,2068.48,-0.041455,true
TREND0001783,Thailand,CAT006,Pet Supplies,2026-06-12,57.49,61.85,40.01,2072.76,-0.116919,true
TREND0001784,Thailand,CAT006,Pet Supplies,2026-06-13,56.38,61.54,40.02,2078.03,-0.019300,true
TREND0001785,Thailand,CAT006,Pet Supplies,2026-06-14,48.90,54.46,40.12,2084.23,-0.132662,true
TREND0001786,Thailand,CAT006,Pet Supplies,2026-06-15,47.85,53.38,40.33,2091.25,-0.021465,true
TREND0001787,Thailand,CAT006,Pet Supplies,2026-06-16,45.32,50.41,40.63,2098.98,-0.052810,true
TREND0001788,Thailand,CAT006,Pet Supplies,2026-06-17,41.45,45.70,41.02,2107.31,-0.085397,true
TREND0001789,Thailand,CAT006,Pet Supplies,2026-06-18,37.02,40.07,41.49,2116.10,-0.106893,true
TREND0001790,Thailand,CAT006,Pet Supplies,2026-06-19,38.43,39.98,42.05,2125.22,0.037915,true
